prompt_id,text,source_benchmark,source_dataset
mirage:drop:990ff6b1-632e-4da1-ab5f-10f6ae57d6ad,What was the age span of men who were eligible for conscription?,MIRAGE,drop
mirage:drop:473e1586-0f73-4fb9-a3bc-fcbd83f8af90,What are the names of the South Korean pension schemes?,MIRAGE,drop
mirage:drop:603a1c2d-7c68-4e4c-b5e2-93db7be46f65,How many years after the first Kandyan War did the second Kandyan War happen?,MIRAGE,drop
mirage:triviaqa:f0f64bbf-ba62-46e0-b1fc-de92ad9fcae9,What was Jane Russell's real first name?,MIRAGE,triviaqa
mirage:triviaqa:971a1f87-21ec-4347-b1eb-fdb55db6d219,Who played Fusilier Dave Tucker in Soldier Soldier?,MIRAGE,triviaqa
mirage:triviaqa:5c368ea9-e54d-4dcd-aa9b-7bad2dfe5348,Who were Tom and Barbara's neighbours in The Good Life?,MIRAGE,triviaqa
mirage:triviaqa:37fc0e5c-95ad-4022-b6fb-896ce980f3d2,What is the name given to the fur of a polecat?,MIRAGE,triviaqa
mirage:triviaqa:1fb8d252-e1fe-42df-9c10-48eb863e889a,Who is the TV personality brother of radio presenter Janice Long?,MIRAGE,triviaqa
mirage:triviaqa:7e2a4673-3293-418c-9203-de81cda31dc3,In Rising Damp what was the christian name of Miss Jones?,MIRAGE,triviaqa
mirage:triviaqa:20f193bb-4bcd-43a3-be07-48f593b9dbe9,Who starred alongside Polly James in the first series of The Liver Birds?,MIRAGE,triviaqa
mirage:triviaqa:35301663-f56e-4376-a511-7c7916321a60,"Which comedian was the host of the short lived Channel 4 programme, TV Heaven Telly Hell?",MIRAGE,triviaqa
mirage:triviaqa:ba410c5d-882f-4fff-88f7-bd1ed82646c2,In which year was the Ford Anglia car first produced in the UK?,MIRAGE,triviaqa
mirage:triviaqa:6be15985-0e47-4019-81a6-e7ef264ad2da,Which playing card is known as ‘Hector’?,MIRAGE,triviaqa
mirage:triviaqa:5009faa0-2d70-4531-a022-cd46def4fd7d,Singer Doug Trendle is better known by what name?,MIRAGE,triviaqa
mirage:triviaqa:fac6ba22-ba9d-4f45-8620-15ba46181ea3,"‘Bankable Productions’, an independent film and television production company, was founded by which former model?",MIRAGE,triviaqa
mirage:triviaqa:db33c04c-5c94-4f8a-a49a-a4c8d536c564,What is the name of the twin sister of the Disney character Donald Duck?,MIRAGE,triviaqa
mirage:triviaqa:14ac488e-3de8-41eb-9f80-b986d3eb936b,Albert Finney played ‘Sir’ in which 1983 film?,MIRAGE,triviaqa
mirage:triviaqa:9dfa3dfe-f131-49be-9aaf-a0f25282459f,Laguna del Carbon (Coal Lagoon) is the lowest point in which South American country?,MIRAGE,triviaqa
mirage:triviaqa:0d10cd84-6073-410c-890d-f2c222e55d6c,Who wrote the 1902 autobiography ‘The Story of My Life’?,MIRAGE,triviaqa
mirage:triviaqa:6f94e9a2-d9e5-4ae9-a3bd-01b215c3fa23,Who is the patron saint of Winchester Cathedral in England?,MIRAGE,triviaqa
mirage:triviaqa:b3699144-a68d-41c9-b8da-ebdf61700149,Which is the most northerly of the Met Office shipping forecast areas?,MIRAGE,triviaqa
mirage:triviaqa:85bb83ac-5350-474b-8d42-a5ece7af1b7a,Who starred as Dan Matthews in ‘Highway Patrol’?,MIRAGE,triviaqa
mirage:triviaqa:5049053b-e5bd-4966-9e11-84ba7387a427,"Object, Nature, Random, Person, Action and World are terms used in what game?",MIRAGE,triviaqa
mirage:triviaqa:7d3f06d9-962b-47be-9a42-53afc0861f3a,Which famous trademark can be seen on one of the bottles featured in Manet's canvas The Bar at the Folies-Bergere?,MIRAGE,triviaqa
mirage:triviaqa:f719ae9a-10c6-45ad-b58b-8018cdf4b9c2,"If a capstan is a winding machine on a vertical axis, what is the equivalent on a horizontal axis?",MIRAGE,triviaqa
mirage:triviaqa:80257a03-7495-4b98-9f69-5ca800268163,Who is the mother of the actor Toby Stephens ?,MIRAGE,triviaqa
mirage:triviaqa:89841b00-a949-491a-b739-2da64bc68ee0,Who wrote the song 'I'll See You Again' ?,MIRAGE,triviaqa
mirage:triviaqa:9695f880-c5df-4dd1-9556-cc3bb6cf738e,"A metal ring or grommet in a sail or other nautical attachment, through which a rope passes is a?",MIRAGE,triviaqa
mirage:triviaqa:4f03aa18-87b9-4243-af3a-14f4f62b01e2,What game involves throwing rings to get them on or near a pin?,MIRAGE,triviaqa
mirage:triviaqa:2a724b31-76e5-4b9a-b0ae-a197422ceee0,Why was wrestler Ara Abrahamian of Sweden disqualified by the IOC and stripped of his rejected bronze medal at the 2008 Summer Olympics?,MIRAGE,triviaqa
mirage:triviaqa:7f9eb1b6-429a-487f-9e06-a98c451e88ce,"The 50.5 km Channel Tunnel, built under the English Channel or, in France, La Manche, to link the UK and France with road and rail access was finally opened in 1994. When was the first official Anglo-French protocol established to create the railway aspect of the link?",MIRAGE,triviaqa
mirage:triviaqa:2f666af0-2210-4270-9f09-7254eaf2fe3e,"The New Spitalfields Market in Leyton, East London, deals in what?",MIRAGE,triviaqa
mirage:triviaqa:0dac082a-769d-4f3a-bc2e-0ef1f983bdb4,Ludwig Leichhardt was a Prussian naturalist and explorer explorer of what area between 1842 and 1848?,MIRAGE,triviaqa
mirage:triviaqa:556fc6de-8add-4dc8-a342-ccd142ca3b5e,"""What does the term """"baroque"""" mean?""",MIRAGE,triviaqa
mirage:triviaqa:4f5787c7-17d0-4df5-813f-cd6f02a975b7,"The name of the science, mathematics, derives from an ancient Greek word meaning what?",MIRAGE,triviaqa
mirage:triviaqa:934a66c4-3d88-4a6a-90fd-2d4844d47bd3,Dame Barbara Hepworth is known mainly for her work in sculpture but later in her career was known for work in what other medium?,MIRAGE,triviaqa
mirage:triviaqa:5dac1b59-b9bc-45fd-bc1e-a4ebd6c2b7e7,"The Camel Cup, first held in 1970 in the dry bed of a river, is held where?",MIRAGE,triviaqa
mirage:triviaqa:e02d49f4-22c4-49e8-b7b6-693f8ac91f2a,Who were the parents of Ricky Nelson?,MIRAGE,triviaqa
mirage:triviaqa:1fa27000-9f6d-4e4b-961d-d071e2958556,What is likely to be found in the Pantanal?,MIRAGE,triviaqa
mirage:triviaqa:f008750a-8a6d-4488-84b2-6a839c26b76b,Which football team play their home games at the Don Valley Stadium?,MIRAGE,triviaqa
mirage:triviaqa:7c7d1576-bb9b-4d4e-a0f2-41cdd17f1b04,"In warfare, what name is given to a hastily constructed temporary defence or a parapet a few feet high, the name deriving from the approximate height that it is built to?",MIRAGE,triviaqa
mirage:triviaqa:b61f46d1-7286-4e5d-a59a-4e370a09db2d,Who wrote the novel 'Hungry as the Sea'?,MIRAGE,triviaqa
mirage:triviaqa:454da1f2-1275-4e13-919c-9ebfa23ef454,Who was replaced by Jonathan Ross as presenter of BBC TV's 'Film Review'?,MIRAGE,triviaqa
mirage:triviaqa:f5e44827-3ebd-494d-89df-a5bf63b303e6,'Glass's Guide' is a publication to interest a buyer of what?,MIRAGE,triviaqa
mirage:triviaqa:b4a52f76-b295-416b-adf8-b0a2534beec1,Who has the nickname of the thinking man's crumpet?,MIRAGE,triviaqa
mirage:triviaqa:bd1f174b-d7d9-423d-a740-3b4af5702143,What nickname did goalkeeper Brian Jansen have?,MIRAGE,triviaqa
mirage:triviaqa:146f6846-cf24-4f98-a6c2-a06751332d20,'That's Livin' Alright' was the theme song to which TV programme?,MIRAGE,triviaqa
mirage:triviaqa:b1f18e70-6175-4180-a778-8950c22d5626,In the Diamond Jubilee Thames Pageant what was the name of the boat carrying the Queen?,MIRAGE,triviaqa
mirage:triviaqa:70bf057e-5dc3-4360-9040-ef079105bf24,"Brown Panther, the winner of the Goodwood Cup in 2013, is owned by which ex-footballer?",MIRAGE,triviaqa
mirage:triviaqa:61218353-afd8-4dfd-900d-11ec9f341438,What was the nickname of Arsenal and Republic of Ireland footballer Liam Brady?,MIRAGE,triviaqa
mirage:triviaqa:79c25ba6-e4b2-4c92-8947-740b538fff49,For which Premiership club was Anelka playing when his contract was terminated?,MIRAGE,triviaqa
mirage:triviaqa:9588db8f-3801-4689-b5bb-00c0b0e7a593,Who narrated the children’s animation called 'Bod'?,MIRAGE,triviaqa
mirage:triviaqa:92339613-5d2f-40bc-a4f5-c569b6c9e12b,Which Cabinet member is the MP for Runnymede and Weybridge?,MIRAGE,triviaqa
mirage:triviaqa:8cc0d2fb-5ced-4ea3-9519-2e5dff225734,"""Which comedy actor played 'Uriah Heap' in the 1999 BBC adaptation of """"David Copperfield""""?""",MIRAGE,triviaqa
mirage:triviaqa:b818173e-f59d-4165-8776-d74bee1a17dd,"Which actor, most famous for the TV series 'Spooks' was the first to play the 17-year-old 'Alan Strang' in the play 'Equus' in 1973?",MIRAGE,triviaqa
mirage:triviaqa:ded8506e-b8c4-47a9-8d96-0dcbca69314f,Who is the wife of retired footballer Lee Chapman?,MIRAGE,triviaqa
mirage:triviaqa:b55a77f3-8235-4690-9911-05139adc0318,"In the 1978 film 'International Velvet', who plays the character 'Velvet Brown'?",MIRAGE,triviaqa
mirage:triviaqa:8a3b14e8-bd88-4621-a7ec-5df348a568da,"""Which English author famously helped to create the """"Go to work on an egg"""" advertising slogan used by the United Kingdom's Egg Marketing Board during the 1950's?""",MIRAGE,triviaqa
mirage:triviaqa:df71939f-6f8d-4443-bb3a-64868c653cfb,Which post was held by Miss Merlyn Lowther from 1999 to 2003?,MIRAGE,triviaqa
mirage:triviaqa:12a2cef1-79fe-437a-ac5b-fe0e1c71858e,Over which course is the 'Whitbread Gold Cup' run?,MIRAGE,triviaqa
mirage:triviaqa:5c0640bb-aeb2-476f-8013-06eca1a63999,The 'Naughty Forty' are/were a gang of football hooligans who supported which Midlands club?,MIRAGE,triviaqa
mirage:triviaqa:63ed0609-ec2d-4f20-a260-4cfb1d98b844,What is the meaning of the word Cenotaph?,MIRAGE,triviaqa
mirage:triviaqa:dceb259e-a0ca-4e96-9ea0-d0ab47577577,Of which magazine is Rachel Johnson the editor?,MIRAGE,triviaqa
mirage:triviaqa:ec00afc7-2010-43c1-8d92-65b994f262c6,"In the film 'Transformers', who plays 'John Keller', the US Secretary of Defence?",MIRAGE,triviaqa
mirage:triviaqa:418fe703-0592-4959-acd3-3a22f7b9f70e,Which Actress was the mother of the actress Janette Scott?,MIRAGE,triviaqa
mirage:triviaqa:472709c8-d8ab-412c-82d9-960a7d3b882d,'Juice FM 107.6' broadcasts from which town/city?,MIRAGE,triviaqa
mirage:triviaqa:1f19a0bb-96c0-4f46-b71f-fd1f9f18dd5a,Who presents the ITV quiz show ‘Take on the Twisters’?,MIRAGE,triviaqa
mirage:triviaqa:7f07b72b-40f9-462b-9466-ffa224e1c224,Who is the Earl of Merioneth,MIRAGE,triviaqa
mirage:triviaqa:cf910037-c7ee-4a1a-922b-4a0cec2b5c91,Which actress plays the title role in the TV series Linda Green,MIRAGE,triviaqa
mirage:triviaqa:684d271c-ae4f-4504-96a3-2b7b13c12246,"Actor Norman Lumsden's most famous role was in an advert, who did he play",MIRAGE,triviaqa
mirage:triviaqa:0eeadce1-c554-42ad-91c6-277e2a871a4c,Which TV game show was devised by ex Sunday Night at the London Palladium compere Norman Vaughan,MIRAGE,triviaqa
mirage:triviaqa:27f64c24-3b4c-4578-bcd1-c46433f67c42,Which English footballer was accused and later cleared of stealing an emerald bracelet in Colombia in 1970?,MIRAGE,triviaqa
mirage:triviaqa:a3ec76ab-0e13-4714-89aa-31f0d6d74def,Who plays Mrs Overall in Acorn Antiques?,MIRAGE,triviaqa
mirage:triviaqa:bd8d130f-06bb-4772-b474-67fe2dd224b0,"Forcing you to pay $75 to the bank, what is pictured on the Luxury Tax space on a standard Monopoly board?",MIRAGE,triviaqa
mirage:triviaqa:77ea8160-b564-41b9-881d-82d332910216,What was the name of the first Hollywood movie released by D W Griffith in 1910?,MIRAGE,triviaqa
mirage:triviaqa:7451b221-1160-42bc-8016-ef623cf03adc,What is the number of the court at Wimbledon which is nicknamed The Graveyard Of Champions due to a large number or seeded players being beaten on it by lower ranked players?,MIRAGE,triviaqa
mirage:triviaqa:132a6295-b2b3-4784-a113-43c8f6504b7d,Which unlikely country qualified for the 2015 Cricket World Cup Finals by beating Kenya?,MIRAGE,triviaqa
mirage:triviaqa:33df7b60-ec95-4844-9973-504de49956ba,What is the missing first word in the title of Rose Macauley's novel '… By An Idiot'?,MIRAGE,triviaqa
mirage:triviaqa:d1dade1f-730a-4cb7-8b7b-08bda3814f56,Japanese haiku poems loosely comprise how many syllables?,MIRAGE,triviaqa
mirage:triviaqa:d08e24ab-7e8e-453f-9825-dd11ad883bfa,What was the name of Roland Rat's gerbil friend?,MIRAGE,triviaqa
mirage:triviaqa:ac0223ab-69e0-4d15-aabc-5e15e0ac234f,Which hit programme is filmed in a tent at Harptree Court in Somerset?,MIRAGE,triviaqa
mirage:triviaqa:b091be28-b860-41b4-8afe-c4841a05f53d,The books were Alice and Jerry in the USA – what were they here?,MIRAGE,triviaqa
mirage:triviaqa:fd23bc06-3175-4c5f-ab32-dd5b724f4ab5,"Which rust free cars were built in Dunmurry, Northern Ireland in the late 1970s?",MIRAGE,triviaqa
mirage:triviaqa:3eafa723-9560-40c3-bdd6-f036e23220c9,"'Eureka', the National Children's Museum is in which town?",MIRAGE,triviaqa
mirage:triviaqa:76bacca3-4f45-482b-a566-e4680c1ef8b2,What was Louise Rednap's maiden name?,MIRAGE,triviaqa
mirage:triviaqa:6826a007-db7e-4858-99bd-dd66c112a6bc,What nationality was Aristotle Onassis originally,MIRAGE,triviaqa
mirage:naturalqa:63c32270-cee7-4318-8f20-82f98ce60fb1,the p-wave phase of an electrocardiogram (ecg) represents,MIRAGE,naturalqa
mirage:naturalqa:049ad3ff-2f8f-4ceb-8528-bc7d248ff0b2,what is the use of symbolic link in linux,MIRAGE,naturalqa
mirage:naturalqa:9ef73c4f-b016-414b-bf3d-9486822c00fa,when does mark show up in grey anatomy,MIRAGE,naturalqa
mirage:naturalqa:0723acca-39c2-4abe-9c8c-2b5532c95bbd,what is the significance of the nodes of ranvier,MIRAGE,naturalqa
mirage:naturalqa:6b126cc6-ee4b-45c2-a75d-9d9331376cb4,guy who played opie on sons of anarchy,MIRAGE,naturalqa
mirage:naturalqa:05660480-3a84-4fc7-8c6c-65fcb5cdc882,how i met your mother barney 200th girl,MIRAGE,naturalqa
mirage:naturalqa:20cc6546-752b-4659-a034-53b40175ac9c,what is the main goal of an exploratory committee,MIRAGE,naturalqa
mirage:naturalqa:b3c09350-0d7e-49b9-bfc9-c05d8134fa32,who did robert hardey play in harry potter,MIRAGE,naturalqa
mirage:naturalqa:34ed6cd0-26b1-474e-aee9-b1206428da3d,who is the guy that does spongebob's voice,MIRAGE,naturalqa
mirage:naturalqa:965241ad-626b-4ddb-be22-104ffc813813,who benefits from a quota on imported goods to the u.s,MIRAGE,naturalqa
mirage:naturalqa:b906bca8-8c5d-4bc2-b2ea-1801081d9531,which amendment guaranteed the equal protection of laws to all american citizens,MIRAGE,naturalqa
mirage:naturalqa:159bc6b6-38a3-4e53-897e-4b9230c05936,who has been elected as the new president of finland,MIRAGE,naturalqa
mirage:naturalqa:4508fc4b-500e-4455-80e7-ea4941a8e392,when were seat belts first required in cars,MIRAGE,naturalqa
mirage:naturalqa:699d81b3-0575-4589-8313-b853b632d144,how much money does bank of america have,MIRAGE,naturalqa
mirage:naturalqa:ca6079b8-fba4-4ab3-b53a-f6de0eb2829f,who played wally in last of the summer wine,MIRAGE,naturalqa
mirage:naturalqa:2a704990-d2a3-4368-a5d4-3cc947139f51,who plays the asian girl in deadpool 2,MIRAGE,naturalqa
mirage:naturalqa:9d64b640-34dd-47b5-9913-a6ddcab71af5,who sings how far i'll go from moana,MIRAGE,naturalqa
mirage:naturalqa:526986a7-c956-43ad-8cd3-effcb38850ff,where was the first long distance phone call made,MIRAGE,naturalqa
mirage:naturalqa:b4906f4a-bd14-47ab-9f6b-7660090a0ef0,where does red beans and rice come from,MIRAGE,naturalqa
mirage:naturalqa:097eb557-bae8-48b2-b281-a1465805ae5b,how many years did moses malone lead the league in rebounds,MIRAGE,naturalqa
mirage:naturalqa:5de30d25-8d53-4cb7-b866-80c53087d376,which country was the first to adopt communism as the way to develop it economy,MIRAGE,naturalqa
mirage:naturalqa:88d5ddf3-8316-414c-a8ca-4a233da5b2ab,who owned and controlled the town of pullman,MIRAGE,naturalqa
mirage:naturalqa:6188e5a3-09eb-4fb9-a13f-13aa1bf5eab1,who sang the original song the last kiss,MIRAGE,naturalqa
mirage:naturalqa:643c1975-b1a6-4fd5-940a-148a4cc4a33a,why is the game of bridge called bridge,MIRAGE,naturalqa
mirage:naturalqa:30158556-f797-4b72-beb7-a49bf059e2f6,who did nancy dow play on beverly hillbillies,MIRAGE,naturalqa
mirage:naturalqa:37fd0f8d-1dd6-4c71-b7e1-f3f1e34220d4,which animal appears on the left side of the abacus on the national emblem of india,MIRAGE,naturalqa
mirage:naturalqa:d97db4c0-6c2e-4a95-9cc3-0bc391c9b4e3,who played woody from suite life on deck,MIRAGE,naturalqa
mirage:naturalqa:ac1213b5-4d99-4b81-8f80-eb856385da60,actor who plays david platt in coronation street,MIRAGE,naturalqa
mirage:naturalqa:7009d6fb-765c-4fb4-9216-96c359be11ba,where did australia come in the winter olympics 2018,MIRAGE,naturalqa
mirage:naturalqa:004c15be-5a80-4261-a93e-5e92d5e96ac1,when did mac miller release best day ever,MIRAGE,naturalqa
mirage:naturalqa:571c94a6-54f9-43cd-85c0-59cf9bd81c89,who developed the fundamental principles of document examination,MIRAGE,naturalqa
mirage:naturalqa:35454d10-6976-4d46-b127-7ff0f79d1322,what year did my pet monster come out,MIRAGE,naturalqa
mirage:naturalqa:3b30cdfc-a81e-4dd3-aeee-f47e76b54e6f,who is the girl in the we don't talk anymore video,MIRAGE,naturalqa
mirage:naturalqa:41612a2b-d2e6-451e-8d8c-be0caa57f86e,who wrote the song i love you truly,MIRAGE,naturalqa
mirage:naturalqa:01bbcb80-eac2-45e9-90e1-00d67dabb6bb,when did bert and ernie first appear on sesame street,MIRAGE,naturalqa
mirage:naturalqa:a5a5de7b-327a-47a5-bf7d-9ed7e7ee813c,who quarterbacked the minnesota vikings the year they won 15 games,MIRAGE,naturalqa
mirage:naturalqa:2a409eb3-7029-4229-ab97-5fd77b1b21e7,who wrote in the presence of the lord,MIRAGE,naturalqa
mirage:naturalqa:e54c408a-9e5e-4d6f-b855-21660539e462,who authored the contract with america plan for government,MIRAGE,naturalqa
mirage:naturalqa:102fab12-b007-46c7-aba2-88d4f03ba78c,who has written the poem udayavagali cheluva kannada nadu,MIRAGE,naturalqa
mirage:naturalqa:d10c134c-db33-499e-b9b7-c6b76b23d838,when did the first kitchenaid mixer come out,MIRAGE,naturalqa
mirage:naturalqa:823e23e0-819b-4155-b2ca-465695dd8975,where did they film the witches of eastwick,MIRAGE,naturalqa
mirage:naturalqa:63e36b67-dee9-4433-bfee-b03ef90cb0d3,when did the nba 3 second rule start,MIRAGE,naturalqa
mirage:naturalqa:7b21a3dc-4e7d-4cb6-a256-9a6b66631bee,what year did the movie deuces come out,MIRAGE,naturalqa
mirage:naturalqa:f965250b-57ac-4cb2-b080-038478aa672a,when did opp by naughty by nature come out,MIRAGE,naturalqa
mirage:naturalqa:2ff991c3-54a7-47c1-a8e7-0abb7cf443f5,who is the lead singer of all american rejects married to,MIRAGE,naturalqa
mirage:naturalqa:a5718390-977d-4add-827b-c7b0ed73503a,when does the eagle fly at auburn games,MIRAGE,naturalqa
mirage:naturalqa:547b9b1b-3b52-4c7b-8c6d-fa26f7b39f0a,who had the rights to the krays book,MIRAGE,naturalqa
mirage:naturalqa:7baaf2b7-01ef-44c3-ac35-cfda0cb80511,when does carlos find out about the affair,MIRAGE,naturalqa
mirage:naturalqa:41a67d1f-1a9d-4caa-91d8-a8001154fbfc,when will olaf's frozen adventure be on dvd,MIRAGE,naturalqa
mirage:naturalqa:7d096820-562b-48b4-9391-0cf074901327,who sings i like it like that yeah baby,MIRAGE,naturalqa
mirage:naturalqa:4e187ded-2a88-4db7-9ba7-5ecce998c75d,who is she's got a way about,MIRAGE,naturalqa
mirage:naturalqa:6eddacff-870b-48b3-8acf-050b90b80fe2,who did kyle play in little house on the prairie,MIRAGE,naturalqa
mirage:naturalqa:a38720a3-adce-460b-bd28-219c6176f283,who was the first doctor to perform a heart transplant,MIRAGE,naturalqa
mirage:naturalqa:fd7b33a9-7cb6-47b9-97db-4b58b71d3c66,who played too tall in we were soldiers,MIRAGE,naturalqa
mirage:naturalqa:89c0aa6d-870b-47d3-b110-eba1d74cbbbd,who was the host of jhalak dikhla jaa in season 2,MIRAGE,naturalqa
mirage:naturalqa:d6c85328-9889-4b8a-b7aa-1e6b22c0d6ce,when did marks and spencer stop using the name st michael,MIRAGE,naturalqa
mirage:naturalqa:3aaf2382-87d8-4c86-aa9e-24f49f42d943,when did southwest missouri state became missouri state,MIRAGE,naturalqa
mirage:naturalqa:fffc8943-e9be-4e85-a2a0-dc629503a7a8,where is the rachel maddow show broadcast from,MIRAGE,naturalqa
mirage:naturalqa:9dfa41dc-e1f7-48a4-ad13-b293165bd8a9,where does the last name oliver originate from,MIRAGE,naturalqa
mirage:naturalqa:6bb362de-b2fa-4580-a734-d514c25ba36e,who sings i'm gonna hire a wino,MIRAGE,naturalqa
mirage:naturalqa:a6d0bda3-4722-42d1-88c2-928e778df266,who played alice tinkers sister in vicar of dibley,MIRAGE,naturalqa
mirage:naturalqa:3c5bc844-540a-4836-83e1-7e86090519a6,when did the fist star wars movie come out,MIRAGE,naturalqa
mirage:naturalqa:b3f9f339-5cd2-42f3-8bd2-a20c0acfa363,who sang don't you stop the music,MIRAGE,naturalqa
mirage:naturalqa:3d00609e-ce92-401a-86b6-cfc8d9bfdc9c,the name of the staff used for higher pitches,MIRAGE,naturalqa
mirage:naturalqa:85f87fbb-5518-4312-a7c6-42c8947b954b,how many soul eater manga books are there,MIRAGE,naturalqa
mirage:naturalqa:0395ddee-dec7-4a7c-b28a-71e9e7906f79,who played the sheriff in carry on cowboy,MIRAGE,naturalqa
mirage:naturalqa:dbced2f0-3855-4714-8718-085722225187,where is robb stark in season 3 episode 1,MIRAGE,naturalqa
mirage:naturalqa:cb9af02c-a9d7-4f5e-9134-10ac8857263b,when did sputnik 2 come back to earth,MIRAGE,naturalqa
mirage:naturalqa:6d7acfff-dfee-4f0f-b068-48eda89de4b0,who owns acme feed and seed in nashville,MIRAGE,naturalqa
mirage:naturalqa:13d081f3-29ce-4a8f-8205-2f0424f90ecd,who plays dave coaches in gavin and stacey,MIRAGE,naturalqa
mirage:naturalqa:8020fa6a-6b32-4987-a170-3249865cfa8c,where did the golden globe awards take place,MIRAGE,naturalqa
mirage:naturalqa:3b3c474c-f408-49e5-b06e-4d69c60557dd,when was the first sex and the city movie made,MIRAGE,naturalqa
mirage:naturalqa:85d6c567-6d2c-44a3-a342-a74af916d01e,who discovered neptune in the late 19th century,MIRAGE,naturalqa
mirage:naturalqa:de608728-a632-4a44-8b15-a4f1e5bbe854,when did the old 7 mile bridge close,MIRAGE,naturalqa
mirage:naturalqa:d65ffb98-94f9-45b8-9f08-1e00f641698a,when was the first photo of earth from space taken,MIRAGE,naturalqa
mirage:naturalqa:81281434-5f2c-4a50-ba32-e61d185eef39,how long do eastern tent caterpillars stay in their cocoons,MIRAGE,naturalqa
mirage:naturalqa:c3f5ae6a-dd40-4028-93cb-bc56b3bd5064,who wrote jesus keep me near the cross,MIRAGE,naturalqa
mirage:naturalqa:d2184303-8123-4b59-95f1-9a39649b0bf3,where did thank you for your service take place,MIRAGE,naturalqa
mirage:naturalqa:34274fbd-1193-48ae-9c70-36466f0656d7,when did gst come into effect in australia,MIRAGE,naturalqa
mirage:naturalqa:0136c6f6-a24a-4cef-a6e0-18c84b30339f,who is the oldest monarch to be crowned,MIRAGE,naturalqa
mirage:naturalqa:a409db16-a948-4eb6-b5ed-e06316b752b3,who sang theme song for life of brian,MIRAGE,naturalqa
mirage:naturalqa:c69cfc25-552a-41bc-b500-df0397f63dba,is nursing a blue collar or white collar job,MIRAGE,naturalqa
mirage:naturalqa:897b974a-350e-4f9a-9a69-0b19d22d5b47,who played lead guitar on still of the night,MIRAGE,naturalqa
mirage:naturalqa:613c52df-70b4-4454-b767-e61d3886378c,who played uncle arthur in the comedy company,MIRAGE,naturalqa
mirage:naturalqa:765621c8-3338-4ef6-ae11-aff4b65ab8b6,where is mount etna located on a map,MIRAGE,naturalqa
mirage:naturalqa:e60db8b0-8b24-428b-8d5e-6f26b28a66b1,who won the raw women's championship at extreme rules,MIRAGE,naturalqa
mirage:naturalqa:d8a1a300-c805-4961-b937-7b9477a104a7,how long does it take for titan to orbit saturn,MIRAGE,naturalqa
mirage:naturalqa:cb7199aa-b4db-4840-8a8f-a81f254cf0ab,what type of government does gambia have today,MIRAGE,naturalqa
mirage:naturalqa:3b95ca01-f683-4cc0-a710-478ecbdaee1b,where do the north and south platte rivers meet,MIRAGE,naturalqa
mirage:naturalqa:a7fdc3fb-04c2-4ec7-8674-8eb52af57cd5,guy who traded a paper clip for a house,MIRAGE,naturalqa
mirage:naturalqa:965ae9c0-f80d-44ba-aec1-743a546bf609,who played billy in buffy the vampire slayer,MIRAGE,naturalqa
mirage:naturalqa:9dff56f7-1741-4006-92df-c99c81c19a99,where did the orange river get its name,MIRAGE,naturalqa
mirage:naturalqa:fa44cf84-ed6d-43c9-9c15-c786217f30f2,what names are given to the two main types of particle radiation found on earth,MIRAGE,naturalqa
mirage:naturalqa:fa557665-4187-4246-bfcf-8ce4cff75fa5,when were seats added to the green monster,MIRAGE,naturalqa
mirage:naturalqa:17db1957-2c95-4281-9951-e643dac1b307,who played in the first monday night nfl game,MIRAGE,naturalqa
mirage:naturalqa:986cacc6-2df7-4146-af39-c00a9096c49f,what team was case keenum on before the vikings,MIRAGE,naturalqa
mirage:naturalqa:b519920a-5736-456c-abcb-4bc6c5ee9206,where was the movie the last survivors filmed,MIRAGE,naturalqa
mirage:naturalqa:6819c2c1-003f-4f3c-9af8-e2a8f1a600eb,who played bill sikes in the 1968 film oliver,MIRAGE,naturalqa
mirage:naturalqa:9ddc6e83-6283-48b6-925b-6f61a858678d,a word where q is not followed by u,MIRAGE,naturalqa
mirage:naturalqa:1574ea3c-fa53-4789-9d5f-6c0ce8d0f95d,what is the theme of the song daylight by maroon 5,MIRAGE,naturalqa
mirage:naturalqa:aa186e10-b48f-421e-8518-0a7c00ea06ef,when was oil first discovered in the north sea,MIRAGE,naturalqa
mirage:naturalqa:7d300c92-cee6-4c7b-bcf6-ba4d634c1fc1,what type of business is the body shop,MIRAGE,naturalqa
mirage:naturalqa:3e2d80bd-7cc6-483f-83df-dad192d0a19a,where is jt barrett playing in the nfl,MIRAGE,naturalqa
mirage:naturalqa:69cbfad9-6a16-442a-a7f5-968fbacd93ac,when did shawn johnson win dancing with the stars,MIRAGE,naturalqa
mirage:naturalqa:8ae6d7e3-068f-4e2b-bf95-128833177163,when did germany become part of the un,MIRAGE,naturalqa
mirage:naturalqa:121715b6-9816-4743-b09d-c1799af86318,whats the difference between powerball and powerball plus,MIRAGE,naturalqa
mirage:naturalqa:25ae824d-691b-47c5-a906-7fa01a7ec346,who played floyd talbert in band of brothers,MIRAGE,naturalqa
mirage:naturalqa:e7ae8ef3-abca-45b2-9f8e-37d713affe18,who played the doctor on little house on the prairie,MIRAGE,naturalqa
mirage:naturalqa:82fb9281-4562-4559-b7fe-12232ff8fe30,where did alex karev go to medical school,MIRAGE,naturalqa
mirage:naturalqa:5813f9fe-7c05-4b0a-ac83-4320275b9f50,what part of the ship is the hull,MIRAGE,naturalqa
mirage:naturalqa:3198440f-415c-47c4-a28f-43c77de008f1,who wrote we were soldiers once and young,MIRAGE,naturalqa
